id,category,topic,title,authors,year,venue,doi,doi_url,official,source2,status,preprint,errata,grade,rc,problem,method,conclusion,experiment,limitation,same,diff,support,cannot,sections,order,download,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,verification_date
L26,中文高质量综述,T3,物联网下的区块链访问控制综述,史锦山; 李茹,2019,"软件学报, 30(6): 1632–1648",10.13328/j.cnki.jos.005740,https://doi.org/10.13328/j.cnki.jos.005740,https://jos.org.cn/jos/ch/reader/view_abstract.aspx?file_no=5740,https://www.jos.org.cn/jos/article/virtual/20250523142617001,正式发表（中文核心期刊综述）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容二/中文综述,围绕轻量级、海量节点和动态性总结物联网区块链访问控制。,比较传统模型和两类区块链访问控制模型。,区块链接入访问控制仍受资源约束、动态性和可扩展性限制。,综述。,截至2019，不能代表最新Besu和智能合约实践。,覆盖能力、智能合约和IoT访问控制。,你的系统是明确的联盟链多节点授权闭环。,可用于中文相关工作分类。,不能替代具体竞争论文的逐项比较。,分类框架、三类问题、代表方案、未来问题,31,是,4,4,3,5,3,4,4,4,2026-07-30
L27,BFT奠基,T6,Practical Byzantine Fault Tolerance,Miguel Castro; Barbara Liskov,1999,USENIX OSDI 1999: 173–186,,,https://www.usenix.org/legacy/events/osdi99/full_papers/castro/castro.pdf,https://dblp.org/rec/conf/osdi/CastroL99,正式发表（同行评审系统会议论文；无DOI）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,S,研究内容二/BFT理论,在拜占庭故障和异步通信下实现实用状态机复制。,三阶段协议、视图变更、认证消息和3f+1副本。,BFT安全与活性依赖故障阈值、法定人数交集、网络和实现假设。,NFS等原型性能实验。,不是区块链共识实现，也不是QBFT规范。,为4验证节点容忍1故障提供理论背景。,Besu QBFT有区块、提议者、轮次和具体工程参数。,可支撑BFT阈值和法定人数基础。,不能直接证明你的Besu网络满足全部PBFT假设。,系统模型、正常路径、视图变更、安全活性、实验,14,是,5,5,5,5,3,4,5,5,2026-07-30
L28,BFT恢复,T6,Practical Byzantine Fault Tolerance and Proactive Recovery,Miguel Castro; Barbara Liskov,2002,"ACM Transactions on Computer Systems, 20(4)",10.1145/571637.571640,https://doi.org/10.1145/571637.571640,https://dl.acm.org/doi/10.1145/571637.571640,https://dblp.org/rec/journals/tocs/CastroL02,正式发表（同行评审期刊论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容二/BFT,通过主动恢复应对长期运行中逐步被攻陷的副本。,周期恢复、状态传输和密钥更新。,长期容错不只依赖单轮阈值，还涉及恢复、密钥和运维。,BFT原型和恢复开销。,你的部署未实现完整主动恢复协议。,强调恢复与长期运行证据。,你的节点重启恢复不能称为proactive recovery。,可支撑故障恢复边界。,不能把普通重启测试描述为主动拜占庭恢复。,恢复机制、安全假设、状态传输、实验,32,是,5,4,5,5,3,4,4,4,2026-07-30
L29,许可链系统奠基,T6,Hyperledger Fabric: A Distributed Operating System for Permissioned Blockchains,Elli Androulaki et al.,2018,ACM EuroSys 2018,10.1145/3190508.3190538,https://doi.org/10.1145/3190508.3190538,https://dl.acm.org/doi/10.1145/3190508.3190538,https://dblp.org/rec/conf/eurosys/AndroulakiBBCCC18,正式发表（同行评审系统会议论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容二/许可链,提出模块化许可链架构与execute-order-validate流程。,身份许可、背书、排序、验证和可插拔状态数据库。,许可链的信任和性能由执行架构、背书、排序和状态数据库共同决定。,Fabric集群与多工作负载性能。,不是Besu/QBFT，交易流程差异显著。,许可链、多节点、状态读取和真实实验相关。,Fabric和企业Ethereum不能直接互作性能基线。,可支撑许可链设计空间。,不能把Fabric吞吐直接作为Besu基线。,架构、交易流、信任模型、性能,33,是,4,4,3,5,5,4,4,4,2026-07-30
L30,区块链实验方法,T6/T14,BLOCKBENCH: A Framework for Analyzing Private Blockchains,Tien Tuan Anh Dinh; Ji Wang; Gang Chen; Rui Liu; Beng Chin Ooi; Kian-Lee Tan,2017,ACM SIGMOD 2017: 1085–1100,10.1145/3035918.3064033,https://doi.org/10.1145/3035918.3064033,https://dl.acm.org/doi/10.1145/3035918.3064033,https://dblp.org/rec/conf/sigmod/DinhW0LOT17,正式发表（同行评审数据库会议论文；有arXiv前版）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容二/实验,建立私有链的分层性能与功能基准。,宏/微基准测量吞吐、延迟、可扩展性和故障容忍。,不能只报TPS；应拆分共识、执行和状态访问瓶颈。,Ethereum、Parity、Fabric私有链实验。,平台版本较旧，不含当前Besu。,可借鉴链读、交易、并发和组件分解。,你的核心是授权端到端配对，不是通用链排行榜。,可支撑基准结构和瓶颈拆解。,不能复用旧平台数值。,基准设计、工作负载、指标、结果解释,34,是,5,4,3,5,5,4,4,4,2026-07-30
L31,IBFT理论预印本,T6,IBFT 2.0: A Safe and Live Variation of the IBFT Blockchain Consensus Protocol for Eventually Synchronous Networks,Roberto Saltini; David Hyland-Wood,2019,arXiv:1909.10194,10.48550/arXiv.1909.10194,https://doi.org/10.48550/arXiv.1909.10194,https://arxiv.org/abs/1909.10194,https://dblp.org/rec/journals/corr/abs-1909-10194,仅预印本；未核验正式同行评审版本,仅为arXiv预印本；未找到正式发表版本。,arXiv版本可能更新；引用时固定版本日期。,A,研究内容二/BFT,给出面向最终同步网络的IBFT 2.0安全与活性变体。,区块链化BFT轮次、消息和证明分析。,IBFT类协议性质必须精确到网络同步和轮次假设。,理论协议。,仅预印本，也不是Besu当前QBFT实现规范。,与QBFT/IBFT类共识直接相关。,实现依据必须以Besu官方文档和固定版本为准。,可支撑IBFT类理论背景。,不能作为Besu实现细节唯一权威来源。,模型、协议、安全、活性,35,是,3,4,5,5,3,4,5,4,2026-07-30
L32,官方工程规范,T6,QBFT Consensus Protocol,Hyperledger Besu Project,2026,Hyperledger Besu Current Documentation,,,https://besu.hyperledger.org/private-networks/how-to/configure/consensus/qbft,https://besu.hyperledger.org/private-networks/concepts/poa,官方工程规范（持续更新，不是学术论文）,未发现需替代正式版本的同名预印本,持续更新文档；论文必须记录Besu版本、访问日期和关键配置快照。,S,研究内容二/工程实现,规定Besu QBFT网络的验证者、配置、最终性和故障条件。,实现文档与配置参数说明。,至少4个验证者才能在1个验证者故障条件下满足官方建议；最终性仍依赖验证者集合和网络假设。,官方文档，无独立同行评审基准。,工程规范不是共识理论证明，且会随版本变化。,直接对应4 Validator + 1 RPC部署。,不能替代PBFT/IBFT理论文献。,可支撑Besu版本、配置和工程行为。,不能支撑绝对可信状态或可信时间。,概念、配置、验证者管理、故障条件,15,是,4,5,3,5,3,4,5,5,2026-07-30
L33,混合加密理论,T7,Design and Analysis of Practical Public-Key Encryption Schemes Secure against Adaptive Chosen Ciphertext Attack,Ronald Cramer; Victor Shoup,2003,"SIAM Journal on Computing, 33(1): 167–226",10.1137/S0097539702403773,https://doi.org/10.1137/S0097539702403773,https://epubs.siam.org/doi/10.1137/S0097539702403773,https://dblp.org/rec/journals/siamcomp/CramerS03,正式发表（同行评审期刊论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三/理论背景,构造实用CCA安全公钥加密并推动KEM/DEM设计范式。,公钥加密构造、哈希证明与安全归约。,混合加密必须明确封装层和数据加密层的安全组合。,理论为主。,不是HPKE标准或文件格式。,支撑CK封装与Body AEAD分层。,你的实现采用RFC 9180标准套件。,可支撑KEM/DEM和CCA安全背景。,不能直接支撑HPKE互操作或Header协议。,安全模型、构造、证明与效率,36,是,4,4,5,3,3,4,4,4,2026-07-30
L34,核心标准,T8,Hybrid Public Key Encryption,Richard Barnes; Karthikeyan Bhargavan; Benjamin Lipp; Christopher A. Wood,2022,IETF RFC 9180,10.17487/RFC9180,https://doi.org/10.17487/RFC9180,https://www.rfc-editor.org/rfc/rfc9180,https://datatracker.ietf.org/doc/rfc9180/,正式IETF RFC,未发现需替代正式版本的同名预印本,RFC Editor存在公开勘误条目；实现应固定RFC正文与截至实现日期的勘误状态。,S,研究内容三/核心实现,标准化KEM、KDF和AEAD组合的混合公钥加密。,定义Base/PSK/Auth/AuthPSK模式、密钥调度、info、AAD和测试向量。,HPKE安全依赖套件、模式、上下文和nonce管理；多接收者结构由应用层定义。,标准与测试向量。,不定义VersionedHeader、多接收者记录或撤销。,直接对应X25519/HKDF-SHA256/AES-128-GCM RecipientEnvelope。,VersionedHeaderV1是应用层协议。,可支撑HPKE算法、模式和互操作选择。,不能声称RFC定义了你的Header或撤销闭环。,术语、密钥调度、模式、AAD、安全考虑、测试向量,7,是,5,5,5,3,3,5,5,5,2026-07-30
L35,HPKE形式化分析,T8,Analysing the HPKE Standard,Joël Alwen; Bruno Blanchet; Eduard Hauck; Eike Kiltz; Benjamin Lipp; Doreen Riepel,2021,EUROCRYPT 2021: 87–116,10.1007/978-3-030-77870-5_4,https://doi.org/10.1007/978-3-030-77870-5_4,https://link.springer.com/chapter/10.1007/978-3-030-77870-5_4,https://dblp.org/rec/conf/eurocrypt/AlwenBHKLR21,正式发表（同行评审密码学会议论文；有IACR ePrint前版）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,S,研究内容三/安全分析,形式化分析HPKE模式和密钥调度。,使用计算安全工具与证明研究标准草案/模式性质。,采用标准并不等于应用协议自动安全，必须限定证明范围。,形式化验证，无端到端系统性能。,不分析HeaderRegistry、KeyStore和任务恢复。,直接帮助审查HPKE context和AAD绑定。,整个系统的安全论证必须分层。,可支撑HPKE安全分析和证据边界。,不能把局部证明扩展为整个系统形式化证明。,模型、模式、密钥调度、证明范围和限制,8,是,5,5,5,3,3,5,5,5,2026-07-30
L36,AEAD标准,T7,An Interface and Algorithms for Authenticated Encryption,David McGrew,2008,IETF RFC 5116,10.17487/RFC5116,https://doi.org/10.17487/RFC5116,https://www.rfc-editor.org/rfc/rfc5116,https://datatracker.ietf.org/doc/rfc5116/,正式IETF RFC,未发现需替代正式版本的同名预印本,已检查RFC Editor勘误页面；实现时固定勘误状态。,A,研究内容三,定义AEAD接口、nonce和AAD语义。,统一AEAD输入输出和算法注册。,nonce唯一性、AAD和失败处理是分块加密正确性的关键。,规范。,不定义分块文件framing或崩溃恢复。,直接对应Body分块AEAD和Header字段AAD。,你的格式还需块序号、长度、截断和重排检测。,可支撑AEAD接口与nonce要求。,不能证明自定义分块格式无截断漏洞。,接口、nonce、AAD、安全考虑,37,是,5,4,3,3,3,4,4,4,2026-07-30
L37,GCM标准,T7,Recommendation for Block Cipher Modes of Operation: Galois/Counter Mode (GCM) and GMAC,Morris Dworkin,2007,NIST SP 800-38D,10.6028/NIST.SP.800-38D,https://doi.org/10.6028/NIST.SP.800-38D,https://csrc.nist.gov/pubs/sp/800/38/d/final,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-38d.pdf,正式NIST规范；NIST已开展修订,未发现需替代正式版本的同名预印本,NIST已宣布修订SP 800-38D；论文应固定使用版本并跟踪最终修订。,A,研究内容三,规范AES-GCM/GMAC及IV、标签和使用限制。,模式定义、IV构造与安全边界。,重复IV可灾难性破坏安全，分块方案必须定义唯一nonce派生。,规范与测试要求。,不定义HPKE和应用Header。,直接对应AES-256-GCM Body与HPKE AEAD。,两层GCM使用不同密钥和上下文。,可支撑GCM参数、标签与nonce管理。,不能支撑任意自定义nonce方案。,IV构造、标签、数据量限制、安全考虑,38,是,5,4,3,3,3,4,5,4,2026-07-30
L38,X25519标准,T8,Elliptic Curves for Security,Adam Langley; Mike Hamburg; Sean Turner,2016,IETF RFC 7748,10.17487/RFC7748,https://doi.org/10.17487/RFC7748,https://www.rfc-editor.org/rfc/rfc7748,https://datatracker.ietf.org/doc/rfc7748/,正式IETF RFC,未发现需替代正式版本的同名预印本,已检查RFC Editor勘误页面；实现时固定勘误状态。,A,研究内容三,标准化X25519和X448。,Montgomery曲线标量乘法、编码和测试向量。,实现必须遵循输入处理、标量钳制和共享秘密要求。,规范。,不定义HPKE完整协议。,直接对应HPKE KEM的X25519。,KeyStore、接收者身份和版本绑定在应用层。,可支撑X25519参数与互操作。,不能证明密钥存储安全。,算法、编码、安全考虑、测试向量,39,是,5,4,3,3,3,4,4,4,2026-07-30
L39,HKDF标准,T8,HMAC-based Extract-and-Expand Key Derivation Function (HKDF),Hugo Krawczyk; Pasi Eronen,2010,IETF RFC 5869,10.17487/RFC5869,https://doi.org/10.17487/RFC5869,https://www.rfc-editor.org/rfc/rfc5869,https://datatracker.ietf.org/doc/rfc5869/,正式IETF RFC,未发现需替代正式版本的同名预印本,已检查RFC Editor勘误页面；实现时固定勘误状态。,A,研究内容三,标准化extract-then-expand密钥派生。,HMAC提取与扩展，定义salt和info。,域分离和info语义必须明确，不能随意复用密钥上下文。,规范。,不定义应用密钥层次。,直接对应HPKE HKDF-SHA256。,V1不引入未经论证的KEK_e。,可支撑HKDF使用和域分离。,不能支撑任意自定义KDF字段。,Extract、Expand、salt/info、安全考虑,40,是,5,4,3,3,3,4,4,4,2026-07-30
L40,签名标准,T8/T10,Edwards-Curve Digital Signature Algorithm (EdDSA),Simon Josefsson; Ilari Liusvaara,2017,IETF RFC 8032,10.17487/RFC8032,https://doi.org/10.17487/RFC8032,https://www.rfc-editor.org/rfc/rfc8032,https://datatracker.ietf.org/doc/rfc8032/,正式IETF RFC,未发现需替代正式版本的同名预印本,RFC Editor存在公开勘误记录；实现应固定正文与勘误状态。,A,研究内容三,标准化Ed25519/Ed448签名。,定义签名、编码、验证和测试向量。,签名保护明确字节串；跨实现必须固定规范化编码。,规范。,不解决签名密钥的HSM级保护。,直接对应SignedVersionedHeader。,软件KeyStore仅为原型边界。,可支撑Ed25519算法和测试向量。,不能把软件KeyStore描述为HSM。,Ed25519、编码、验证、测试向量、安全考虑,41,是,5,4,3,5,3,4,5,4,2026-07-30
L41,规范序列化标准,T10,JSON Canonicalization Scheme (JCS),Anders Rundgren; Bret Jordan; Samuel Erdtman,2020,IETF RFC 8785,10.17487/RFC8785,https://doi.org/10.17487/RFC8785,https://www.rfc-editor.org/rfc/rfc8785,https://datatracker.ietf.org/doc/rfc8785/,正式IETF RFC,未发现需替代正式版本的同名预印本,截至2026-07-30，RFC Editor列有已验证技术勘误，包括负零（-0）规范化处理；实现必须合并已验证勘误。,A,研究内容三,为JSON签名和哈希提供确定性规范化。,I-JSON约束、属性排序、数值和字符串序列化。,摘要与签名必须绑定规范化字节，而非抽象对象。,规范与示例。,不定义字段语义、版本链或回滚保护。,直接对应HeaderCore和SignedVersionedHeader。,policyDigest与Header摘要的域分离由你的协议定义。,可支撑JCS选型和跨实现一致性。,不能证明整个Header协议安全。,输入约束、排序、数值/字符串、测试,42,是,5,4,3,5,3,4,5,4,2026-07-30
L42,撤销奠基,T9,Plutus: Scalable Secure File Sharing on Untrusted Storage,Mahesh Kallahalla; Erik Riedel; Ram Swaminathan; Qian Wang; Kevin Fu,2003,USENIX FAST 2003,,,https://www.usenix.org/legacy/events/fast03/tech/full_papers/kallahalla/kallahalla.pdf,https://dblp.org/rec/conf/fast/KallahallaRSWF03,正式发表（同行评审系统会议论文；无DOI）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,S,研究内容三/撤销边界,在不可信存储上实现可扩展安全文件共享和密钥管理。,文件组、密钥层次、签名和lazy revocation。,惰性/前瞻性撤销通常只保护后续更新，已获得的旧密文、密钥和明文无法收回。,原型文件系统与性能实验。,密码和系统年代较早，不是HPKE或链上注册表。,与你的前瞻性撤销边界高度一致。,你的每Body版本独立CK并重建多接收者Header。,可支撑撤销不追溯收回既得材料。,不能支撑完全即时追溯撤销。,威胁模型、密钥管理、撤销、性能,6,是,4,5,5,3,3,5,5,5,2026-07-30
L43,密钥演进,T9,Key Regression: Enabling Efficient Key Distribution for Secure Distributed Storage,Kevin Fu; Seny Kamara; Tadayoshi Kohno,2006,NDSS 2006,10.14722/ndss.2006.23231,https://doi.org/10.14722/ndss.2006.23231,https://www.ndss-symposium.org/ndss2006/key-regression-enabling-efficient-key-distribution-secure-distributed-storage/,https://dblp.org/rec/conf/ndss/FuKK06,正式发表（同行评审安全会议论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三,在版本化存储中高效派生历史/未来密钥并控制暴露方向。,单向密钥演进与回归。,密钥更新必须明确暴露后可推导的版本方向和安全目标。,原型与性能分析。,你的V1明确不采用key regression或KEK_e。,都涉及版本、密钥演进和撤销。,每Body独立CK更简单但封装数量随接收者增长。,可解释为何不引入复杂密钥层次及权衡。,不能声称独立CK具有key regression效率。,安全目标、构造、存储应用、性能,43,是,4,4,5,3,3,4,4,4,2026-07-30
L44,时间与密文更新,T9,Self-Updatable Encryption: Time Constrained Access Control with Hidden Attributes and Better Efficiency,Taehoon Lee; SeongHan Shin; Kwangsu Lee; Jung Hee Cheon,2013,ASIACRYPT 2013,10.1007/978-3-642-42033-7_13,https://doi.org/10.1007/978-3-642-42033-7_13,https://link.springer.com/chapter/10.1007/978-3-642-42033-7_13,https://dblp.org/rec/conf/asiacrypt/LeeSLC13,正式发表（同行评审密码学会议论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容一/三,让密文可随时间更新并实现时间约束访问。,自更新密文、时间编码和安全证明。,时间约束与密文更新可在密码层实现，但威胁模型和成本与在线授权不同。,理论与运算成本。,不采用HPKE，也不处理区块链和任务恢复。,时间、版本和撤销交叉。,你的时间策略在授权层，Header更新在系统层。,可作为竞争路线和创新边界。,不能说你的系统实现SUE性质。,模型、时间结构、更新算法、安全证明,44,是,5,4,5,3,3,5,4,4,2026-07-30
L45,版本化元数据/回滚防护,T10,Survivable Key Compromise in Software Update Systems,Justin Samuel; Nick Mathewson; Justin Cappos; Roger Dingledine,2010,ACM CCS 2010: 61–72,10.1145/1866307.1866315,https://doi.org/10.1145/1866307.1866315,https://dl.acm.org/doi/10.1145/1866307.1866315,https://dblp.org/rec/conf/ccs/SamuelMCD10,正式发表（同行评审安全会议论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三/元数据,在密钥被攻陷时保护软件更新元数据并抵抗回滚和冻结攻击。,角色分离、阈值签名、版本/过期元数据。,签名元数据必须同时考虑回滚、冻结、密钥轮换和恢复。,原型与攻击场景。,软件更新场景和信任模型不同。,版本化、签名元数据和回滚保护相关。,你的Header使用previousHeaderDigest和链上HeaderRegistry。,可支撑版本/回滚威胁模型。,不能说VersionedHeader自动达到TUF全部目标。,攻击模型、元数据角色、回滚/冻结、恢复,45,是,5,4,3,5,3,5,5,4,2026-07-30
L46,哈希链接元数据,T10,in-toto: Providing Farm-to-Table Guarantees for Bits and Bytes,Santiago Torres-Arias; Hammad Afzali; Trishank Karthik Kuppusamy; Reza Curtmola; Justin Cappos,2019,USENIX Security 2019,,,https://www.usenix.org/conference/usenixsecurity19/presentation/torres-arias,https://dblp.org/rec/conf/uss/Torres-AriasAKC19,正式发表（同行评审安全会议论文；USENIX无DOI）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三/元数据,通过签名布局和链接元数据保证供应链步骤完整性。,签名layout/link、步骤约束和验证。,可验证元数据需要明确主体、步骤、材料和产物绑定。,开源实现和案例。,不是加密文件Header或撤销系统。,签名、哈希链接、不可变对象和审计相关。,你的链是Header版本链而非构建步骤链。,可支撑哈希链接元数据和可审计设计。,不能证明你的Header达到供应链保证。,威胁模型、layout/link、验证、案例,46,是,5,4,3,5,3,4,4,4,2026-07-30
L47,内容寻址存储奠基,T10/T13,Venti: A New Approach to Archival Storage,Sean Quinlan; Sean Dorward,2002,USENIX FAST 2002,,,https://www.usenix.org/conference/fast-02/venti-new-approach-archival-data-storage,https://dblp.org/rec/conf/fast/QuinlanD02,正式发表（同行评审系统会议论文；无DOI）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三/对象存储,利用内容哈希构建写一次、去重的归档存储。,内容寻址块存储和不可变对象。,内容地址可验证对象身份和去重，但不提供访问控制、机密性或持久可用性。,Venti原型、吞吐和存储效率。,使用历史环境，不能直接作为现代密码配置。,与LocalObjectStore不可变对象和SHA-256寻址相关。,你的对象还需加密、签名Header、原子写和链上注册。,可支撑内容寻址设计。,不能支撑IPFS永久可用或保密。,架构、内容寻址、完整性、性能,47,是,4,4,3,5,3,4,4,4,2026-07-30
L48,IPFS基础预印本,T13,"IPFS - Content Addressed, Versioned, P2P File System",Juan Benet,2014,arXiv:1407.3561 / Protocol Labs technical paper,10.48550/arXiv.1407.3561,https://doi.org/10.48550/arXiv.1407.3561,https://arxiv.org/abs/1407.3561,https://research.protocol.ai/publications/ipfs-content-addressed-versioned-p2p-file-system/,仅预印本/技术论文；未作为正式同行评审论文发表,仅为arXiv/技术论文；无正式同行评审版本。,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,B,研究内容三/后续接入,提出内容寻址、Merkle DAG和P2P对象交换的IPFS设计。,DHT、BitSwap、自认证命名与Merkle DAG。,CID绑定内容，不绑定授权、机密性或持久保存。,早期设计与原型。,非正式同行评审，现实网络已演化。,对应未来LocalObjectStore到Kubo/IPFS接入。,密码安全来自加密、签名和状态验证，不来自IPFS。,可支撑IPFS架构背景。,不能支撑“IPFS保证安全、永久或私密”。,对象模型、Merkle DAG、命名、交换、限制,48,是,3,3,3,5,3,4,5,3,2026-07-30
L49,近年IPFS实证,T13,The Eternal Tussle: Exploring the Role of Centralization in IPFS,Yiluo Wei; Dennis Trautwein; Yiannis Psaras; Ignacio Castro; Will Scott; Aravindh Raman; Gareth Tyson,2024,USENIX NSDI 2024: 441–454,,,https://www.usenix.org/conference/nsdi24/presentation/wei,https://dblp.org/rec/conf/nsdi/WeiTPCSR024,正式发表（同行评审系统会议论文；无DOI）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三/IPFS边界,实证分析IPFS网关、提供者和中心化依赖。,大规模公开网络测量与组件分析。,去中心化协议的现实部署可能依赖中心网关和基础设施，影响可用性和信任。,公开IPFS网络测量。,不直接分析LocalObjectStore或加密格式。,用于评估未来接入IPFS后的可用性和信任边界。,V1先使用本地不可变对象存储。,可支撑IPFS现实中心化和可用性风险。,不能泛化为所有IPFS部署都不安全。,测量方法、网关/提供者结果、限制,18,是,5,4,3,5,5,4,5,4,2026-07-30
L50,分布式事务奠基,T11,Sagas,Hector Garcia-Molina; Kenneth Salem,1987,ACM SIGMOD 1987,10.1145/38713.38742,https://doi.org/10.1145/38713.38742,https://dl.acm.org/doi/10.1145/38713.38742,https://dblp.org/rec/conf/sigmod/Garcia-MolinaS87,正式发表（同行评审数据库会议论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,S,研究内容三/一致性,用可补偿长事务替代长期持锁的全局事务。,把长事务分解为子事务和补偿事务。,跨链、数据库和对象存储难以获得单一ACID原子性，必须显式设计补偿和恢复状态。,理论与调度示例。,补偿不能撤回已被外部观察的不可逆效果。,直接对应持久任务状态机、重试、补偿和恢复审计。,你的流程还需处理链交易UNKNOWN和不可变对象。,可支撑采用Saga/状态机而非伪装全局原子事务。,不能声称补偿提供严格全局原子性。,Saga定义、调度、补偿、故障语义,16,是,5,5,5,5,3,5,5,5,2026-07-30
L51,分布式提交理论,T11,Consensus on Transaction Commit,Jim Gray; Leslie Lamport,2006,"ACM Transactions on Database Systems, 31(1)",10.1145/1132863.1132867,https://doi.org/10.1145/1132863.1132867,https://dl.acm.org/doi/10.1145/1132863.1132867,https://dblp.org/rec/journals/tods/GrayL06,正式发表（同行评审期刊论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三/一致性,比较事务提交和共识并提出Paxos Commit。,把提交问题映射为共识实例。,提交结果未知和协调者故障是核心问题，不能用盲目重试掩盖。,理论协议分析。,你的系统未实施Paxos Commit。,有助于定义COMMITTED、UNKNOWN和恢复查询。,你的方案使用幂等、回执恢复和状态机。,可支撑UNKNOWN结果和提交语义。,不能把你的流程称为Paxos Commit或严格原子提交。,问题、2PC比较、Paxos Commit、故障场景,49,是,5,4,5,5,3,4,5,4,2026-07-30
L52,租约奠基,T12,Leases: An Efficient Fault-Tolerant Mechanism for Distributed File Cache Consistency,Cary Gray; David Cheriton,1989,ACM SOSP 1989,10.1145/74850.74870,https://doi.org/10.1145/74850.74870,https://dl.acm.org/doi/10.1145/74850.74870,https://dblp.org/rec/conf/sosp/GrayC89,正式发表（同行评审系统会议论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容三/任务租约,用有界时间租约在故障下协调缓存一致性和所有权。,租约到期、续约和故障恢复。,租约降低永久锁风险，但依赖超时/时钟并需防止过期工作者晚到写入。,分析和系统场景。,租约不等于幂等或CAS。,直接对应r3_control工作者租约。,必须结合operationId、状态版本和CAS阻止陈旧提交。,可支撑租约设计与边界。,不能仅靠租约宣称exactly-once。,模型、故障、时钟/过期、性能,50,是,5,4,5,5,3,4,5,4,2026-07-30
L53,幂等与重复抑制,T5/T11,Implementing Linearizability at Large Scale and Low Latency,Collin Lee; Seo Jin Park; Ankita Kejriwal; Satoshi Matsushita; John Ousterhout,2015,ACM SOSP 2015: 71–86,10.1145/2815400.2815416,https://doi.org/10.1145/2815400.2815416,https://dl.acm.org/doi/10.1145/2815400.2815416,https://dblp.org/rec/conf/sosp/LeePKMO15,正式发表（同行评审系统会议论文）,未发现需替代正式版本的同名预印本,截至2026-07-30，出版商/DBLP或第二核验页面未见撤稿标识；未进行PubPeer等平台的穷尽性审计。,A,研究内容二/三,通过RIFL等机制在重试和故障下实现线性化和重复请求抑制。,唯一请求标识、结果记录、租约和恢复。,网络重试下的有效一次效果需要协议状态和去重记录。,RAMCloud原型、故障和延迟实验。,不是PostgreSQL单次Nonce，exactly-once范围有限。,对应operationId、幂等和恢复查询。,Nonce消费和工作流幂等是两个不同安全问题。,可支撑重复抑制与重试语义。,不能声称唯一约束自动提供端到端exactly-once。,RIFL、请求跟踪、恢复、实验,51,是,5,4,3,5,3,4,5,4,2026-07-30
